Title,price,Location,Offer,Rating,Review,No_of_ratings,Discount,Special,City,From_Date,To_Date,id
Golden Chariot Vasai Hotel And Spa,"ýýý 2,820","Vasai, Mumbai | 46.3 km from city centre",Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,3.6, (Good),50,6%,"['Conference Room', 'Bakery', 'Cafe']",Mumbai,09-08-2021,11-08-2021,5016
Hotel Karan Palace,"ýýý 1,393","Goregaon, Mumbai | 230 m from Goregaon Bus Station (E)",Exclusive Offer - HDFC Credit Card Users. Get INR 866 Off,3.7, (Good),83,6%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Mumbai,09-08-2021,11-08-2021,5017
Hostel Mantra,ýýý 571,"Andheri West, Mumbai | 340 m from Samarth Nagar Pumping Station",Exclusive Offer - HDFC Credit Card Users. Get INR 145 Off,3.3, (Good),74,6%,"['Cafe', 'Luggage Storage', 'Free Wi-Fi']",Mumbai,09-08-2021,11-08-2021,5018
OYO 18748 Hotel Metro Palace,"ýýý 1,447","Panvel, Navi Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 357 Off,3.5, (Good),83,20%,"['Free Wi-Fi', 'Room Service', 'Restaurant']",Mumbai,09-08-2021,11-08-2021,5019
Capital O 69697 Seaons Hotel,"ýýý 2,403","Nerul, Navi Mumbai | 60 m from Nerul",Exclusive Offer - HDFC Credit Card Users. Get INR 594 Off,3.7, (Good),128,38%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Mumbai,09-08-2021,11-08-2021,5020
Hotel Eqvity,"ýýý 1,216","Mira Bhayandar, Mumbai | 30.5 km from city centre890 m from Deepak hospital",Exclusive Offer - HDFC Credit Card Users. Get INR 590 Off,3.4, (Good),60,51%,"['Elevator/Lift', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5021
HOTEL BLISS EXECUTIVE,"ýýý 1,058","Andheri East, Mumbai | 740 m from Jb Nagar Metro Station",Exclusive Offer - HDFC Credit Card Users. Get INR 270 Off,2.8,,34,51%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Mumbai,09-08-2021,11-08-2021,5022
Hotel Malad Inn,"ýýý 1,794","Malad, Mumbai | 220 m from Malad Railway Station (E)",Exclusive Offer - HDFC Credit Card Users. Get INR 871 Off,4, (Very Good),3,32%,"['Free Parking', 'Elevator/Lift', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5023
Hotel Grandeur,"ýýý 1,312","Near Mumbai Airport, Mumbai | 980 m from Sahar Police Station",Exclusive Offer - HDFC Credit Card Users. Get INR 334 Off,1,,1,30%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5024
Hotel Royal Hills,"ýýý 2,140","Vasai, Mumbai | 41.5 km from city centre",Exclusive Offer - HDFC Credit Card Users. Get INR 779 Off,3, (Good),7,28%,"['Air Conditioning', 'Room Service']",Mumbai,09-08-2021,11-08-2021,5025
Welcome Hotel,"ýýý 1,504","South Mumbai, Mumbai | 1.9 km from Gateway Of India Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 384 Off,3.4, (Good),68,15%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5026
Hotel Adarsh Baug,"ýýý 2,073","Kalbadevi, Mumbai | 570 m from Abdul Rehman Street",Exclusive Offer - HDFC Credit Card Users. Get INR 902 Off,4, (Very Good),106,11%,"['Free Parking', 'Vehicle Rentals', 'Free Wi-Fi']",Mumbai,09-08-2021,11-08-2021,5027
Hotel Durga Elite,"ýýý 1,122","Goregaon, Mumbai | 860 m from Goregaon Bus Station (E)",Exclusive Offer - HDFC Credit Card Users. Get INR 870 Off,4, (Very Good),16,6%,"['Tours and Treks', 'Free Parking', 'ATM']",Mumbai,09-08-2021,11-08-2021,5028
Empire Royale Hotel,ýýý 470,"South Mumbai, Mumbai | 1.9 km from Gateway Of India Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 120 Off,3.9, (Good),83,47%,"['Cafe', 'Luggage Storage', 'Free Wi-Fi']",Mumbai,09-08-2021,11-08-2021,5029
Hotel Sapna Marine,"ýýý 1,966","South Mumbai, Mumbai | 2.5 km from Gateway Of India Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 954 Off,3.2, (Good),33,25%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Mumbai,09-08-2021,11-08-2021,5030
OYO 7481 Hotel Plaza,"ýýý 1,357","South Mumbai, Mumbai | 970 m from Reay Road Railway Station",Exclusive Offer - HDFC Credit Card Users. Get INR 335 Off,3.6, (Good),184,6%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5031
Hotel Aromas,"ýýý 1,066","Andheri East, Mumbai | 280 m from 91 Springboard 74 Techno Park",Exclusive Offer - HDFC Credit Card Users. Get INR 826 Off,3.2, (Good),120,16%,"['Free Parking', 'ATM', 'Elevator/Lift']",Mumbai,09-08-2021,11-08-2021,5032
Cohostel,ýýý 499,"Bandra West, Mumbai | 610 m from Bandra Reclamation Bus Station",,3.5, (Good),80,51%,"['Tours and Treks', 'Safe', 'Luggage Storage']",Mumbai,09-08-2021,11-08-2021,5033
Hotel Peace Park,"ýýý 2,350","Panvel, Navi Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,3.4, (Good),57,63%,"['Free Parking', 'Elevator/Lift', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5034
Hotel New Bengal,"ýýý 1,053","South Mumbai, Mumbai | 2.7 km from Gateway Of India Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 566 Off,4.3, (Very Good),67,,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Mumbai,09-08-2021,11-08-2021,5035
Hotel Golden Hyatt Inn,"ýýý 1,266","South Mumbai, Mumbai | 460 m from Gateway Of India Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 615 Off,3.5, (Good),60,6%,"['Butler Services', 'Free Parking', 'ATM']",Mumbai,09-08-2021,11-08-2021,5036
Shabana,ýýý 752,"South Mumbai, Mumbai | 360 m from Gateway Of India Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 192 Off,3.7, (Good),377,27%,"['Kitchenette', 'Caretaker', 'Free Parking']",Mumbai,09-08-2021,11-08-2021,5037
Nice Guest House,ýýý 407,"Goregaon West, Mumbai | 410 m from Goregaon Railway Station",,3.3, (Good),38,16%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5038
WeGoStay - Three60 Villa With Private Pool,"ýýý 11,280","Goregaon East, Mumbai | 340 m from Crysal isle -3",Exclusive Offer - HDFC Credit Card Users. Get INR 2880 Off,3.2, (Good),44,6%,"['Kitchenette', 'Caretaker', 'Living Room']",Mumbai,09-08-2021,11-08-2021,5039
Hotel Aifa Residency,"ýýý 1,147","Asalpha, Mumbai | 370 m from Sakinaka Metro Station",Exclusive Offer - HDFC Credit Card Users. Get INR 712 Off,2.7,,225,19%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Mumbai,09-08-2021,11-08-2021,5040
Chateau Windsor,"ýýý 3,700","Churchgate, Mumbai | 1.7 km from Gateway Of India Mumbai",,5, (Excellent),1,6%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Mumbai,09-08-2021,11-08-2021,5041
Grand Residency Hotel and Serviced Apartments,"ýýý 4,124","Bandra West, Mumbai | 6.0 km from T1 - Chhatrapati Shivaji International Airport",,2.5,,110,36%,"['Free Airport Transfer', 'Vehicle Rentals', 'Kitchenette']",Mumbai,09-08-2021,11-08-2021,5042
Hotel Railway Inn,"ýýý 1,203","Thane West, Thane | 330 m from Thane Railway Station",Exclusive Offer - HDFC Credit Card Users. Get INR 584 Off,4.4, (Very Good),86,,"['Free Wi-Fi', 'Air Conditioning', '24-hour Room Service']",Mumbai,09-08-2021,11-08-2021,5043
Pali Village Resort,"ýýý 3,122","Ghodbunder, Mumbai | 31.8 km from city centre",Exclusive Offer - HDFC Credit Card Users. Get INR 1137 Off,4.4, (Very Good),174,25%,"['Free Parking', 'Free Wi-Fi', 'Bar']",Mumbai,09-08-2021,11-08-2021,5044
namastey mumbai backpackers,ýýý 669,"Khar West, Mumbai | 6.4 km from T1 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 170 Off,2.6,,60,16%,"['Safe', 'Free Wi-Fi', 'Housekeeping']",Mumbai,09-08-2021,11-08-2021,5045
OYO 12693 Manori Resort,"ýýý 2,109","Manori, Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 521 Off,3.1, (Good),16,11%,"['Free Parking', 'Conference Room', 'Bar']",Mumbai,09-08-2021,11-08-2021,5046
Hotel Mourya Residency Pvt Ltd,"ýýý 2,110","Thane West, Thane | 320 m from Thane Railway Station",Exclusive Offer - HDFC Credit Card Users. Get INR 1025 Off,4.6, (Excellent),155,16%,"['Free Parking', 'Conference Room', 'Bar']",Mumbai,09-08-2021,11-08-2021,5047
Hotel Columbus,"ýýý 2,105","Near Mumbai Airport, Mumbai | 350 m from Vile Parle East",Exclusive Offer - HDFC Credit Card Users. Get INR 537 Off,3.5, (Good),111,51%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Mumbai,09-08-2021,11-08-2021,5048
Hotel Residency Park,"ýýý 1,226","South Mumbai, Mumbai | 640 m from Abdul Rehman Street",Exclusive Offer - HDFC Credit Card Users. Get INR 761 Off,3.4, (Good),148,16%,"['Free Wi-Fi', 'Air Conditioning', '24-hour Room Service']",Mumbai,09-08-2021,11-08-2021,5049
Hotel Adore Palace,ýýý 946,"Near Mumbai Airport, Mumbai | 2.1 km from T2 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 459 Off,3.5, (Good),1085,34%,"['Lounge', 'Free Parking', 'Free Wi-Fi']",Mumbai,09-08-2021,11-08-2021,5050
Hotel Diamond,"ýýý 2,026","Chembur, Mumbai | 900 m from Sahakar Nagar",Exclusive Offer - HDFC Credit Card Users. Get INR 984 Off,3.2, (Good),46,28%,"['Vehicle Rentals', 'Elevator/Lift', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5051
Galaxy comforts,"ýýý 1,071","Andheri East, Mumbai | 3.5 km from T2 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 273 Off,3.7, (Good),9,32%,"['Kitchenette', 'Caretaker', 'Living Room']",Mumbai,09-08-2021,11-08-2021,5052
Hotel Rooms Dadar,"ýýý 2,124","South Mumbai, Mumbai | 970 m from Dadar ST Bus Stop",Exclusive Offer - HDFC Credit Card Users. Get INR 1646 Off,3.6, (Good),40,16%,"['ATM', 'Free Wi-Fi', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5053
"Hotel Mumbai International, Airport","ýýý 1,438","Near Mumbai Airport, Mumbai | 940 m from Jb Nagar Metro Station",Exclusive Offer - HDFC Credit Card Users. Get INR 366 Off,3.9, (Good),21,44%,"['Free Parking', 'Business Centre', 'Conference Room']",Mumbai,09-08-2021,11-08-2021,5054
SilverKey Executive Stays 30731 Sector 29 Vashi Rd,"ýýý 2,048","Vashi, Navi Mumbai | 540 m from Kalash Udhyan Bus Stop",Exclusive Offer - HDFC Credit Card Users. Get INR 506 Off,2.9,,28,40%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5055
HOTEL SAIM PALACE,ýýý 750,"South Mumbai, Mumbai | 870 m from Abdul Rehman Street",Exclusive Offer - HDFC Credit Card Users. Get INR 754 Off,2.9,,120,15%,"['Outdoor Sports', 'Free Shuttle Service', 'ATM']",Mumbai,09-08-2021,11-08-2021,5056
Hotel Prasad International,"ýýý 2,118","Mira Road East, Mumbai | 25.7 km from city centre720 m from Thakur Mall Dahisar East",Exclusive Offer - HDFC Credit Card Users. Get INR 1316 Off,3.3, (Good),60,51%,"['Free Parking', 'Bar', 'Free Wi-Fi']",Mumbai,09-08-2021,11-08-2021,5057
Backpackers Villa Mumbai,ýýý 439,"Near Mumbai Airport, Mumbai | 470 m from Chakala Metro Station",,3.2, (Good),47,31%,"['Safe', 'Free Wi-Fi', 'Housekeeping']",Mumbai,09-08-2021,11-08-2021,5058
HOTEL SHEETAL RESIDENCY,"ýýý 4,230","Malad, Mumbai | 600 m from Chincholi Bunder Bus Stop",Exclusive Offer - HDFC Credit Card Users. Get INR 1080 Off,3.7, (Good),3,24%,"['Free Parking', 'Bar', 'Elevator/Lift']",Mumbai,09-08-2021,11-08-2021,5059
Hotel Spring Inn,"ýýý 2,118","Kandivali West, Mumbai | 540 m from Kandivali Railway Station",Exclusive Offer - HDFC Credit Card Users. Get INR 1316 Off,3.9, (Good),331,40%,"['Business Centre', 'Free Wi-Fi', 'Kitchenette']",Mumbai,09-08-2021,11-08-2021,5060
Setrac Orange,"ýýý 1,574","Belapur CBD, Navi Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 401 Off,4.2, (Very Good),106,6%,"['Business Centre', 'Free Wi-Fi', 'Elevator/Lift']",Mumbai,09-08-2021,11-08-2021,5061
Abuzz,ýýý 652,"South Mumbai, Mumbai | 720 m from N.M. Joshi Marg Police Station",Exclusive Offer - HDFC Credit Card Users. Get INR 367 Off,4.1, (Very Good),24,24%,"['Lounge', 'Indoor Games', '24-hour Cafe']",Mumbai,09-08-2021,11-08-2021,5062
Hotel Ratna Palace Residency,"ýýý 2,110","Thane West, Thane | 350 m from Thane Central Bus Station",Exclusive Offer - HDFC Credit Card Users. Get INR 1025 Off,3, (Good),69,13%,"['Tours and Treks', 'Bar', 'Vehicle Rentals']",Mumbai,09-08-2021,11-08-2021,5063
Lalco Residency,"ýýý 3,960","Jogeshwari East, Mumbai | 70 m from Majas Depot",,3.9, (Good),47,19%,"['Kitchenette', 'Living Room', 'Power Backup']",Mumbai,09-08-2021,11-08-2021,5064
Hotel Al Fatah,"ýýý 2,230","Kalbadevi, Mumbai | 720 m from Abdul Rehman Street",Exclusive Offer - HDFC Credit Card Users. Get INR 2565 Off,3.4, (Good),295,16%,"['Nearby Beach', 'Vehicle Rentals', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5065
Bombay Backpackers,ýýý 611,"Near Mumbai Airport, Mumbai | 210 m from Equinox Business Park",Exclusive Offer - HDFC Credit Card Users. Get INR 155 Off,4.1, (Very Good),52,,"['Housekeeping', 'Electrical Sockets', 'Washing Machine']",Mumbai,09-08-2021,11-08-2021,5066
Hotel Arma Residency,ýýý 825,"Andheri East, Mumbai | 3.2 km from T2 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 210 Off,4, (Very Good),2,35%,"['Free Parking', 'Free Wi-Fi', 'Lawn']",Mumbai,09-08-2021,11-08-2021,5067
Marol Dormitory,ýýý 276,"Andheri East, Mumbai | 3.5 km from T2 - Chhatrapati Shivaji International Airport",,4.5, (Excellent),146,6%,"['Luggage Storage', 'Free Wi-Fi', 'Kitchenette']",Mumbai,09-08-2021,11-08-2021,5068
OYO 13511 Hotel Gems,"ýýý 1,836","Vashi, Navi Mumbai | 140 m from MAHIMA ROADLINES",Exclusive Offer - HDFC Credit Card Users. Get INR 454 Off,2.9,,93,29%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5069
Lucky Service Apartments,"ýýý 1,140","Bandra West, Mumbai | 300 m from Bandra Bus Stop",Exclusive Offer - HDFC Credit Card Users. Get INR 553 Off,4.4, (Very Good),74,31%,"['Caretaker', 'Free Wi-Fi', 'Free Parking']",Mumbai,09-08-2021,11-08-2021,5070
Hotel Broadway chembur,"ýýý 2,295","Chembur, Mumbai | 810 m from Dr. Babasaheb Ambedkar Bus Depot",Exclusive Offer - HDFC Credit Card Users. Get INR 1779 Off,3.2, (Good),91,51%,"['Free Parking', 'Business Centre', 'Conference Room']",Mumbai,09-08-2021,11-08-2021,5071
Eden Guest House,ýýý 771,"Andheri East, Mumbai | 960 m from 91 Springboard 74 Techno Park",Exclusive Offer - HDFC Credit Card Users. Get INR 347 Off,3.5, (Good),17,24%,"['Butler Services', 'Free Parking', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5072
Hotel 3 Brothers (Beach View),ýýý 856,"Nalasopara West, Mumbai | 61.0 km from city centre660 m from Kalamb Village Bus Stop",Exclusive Offer - HDFC Credit Card Users. Get INR 385 Off,3.4, (Good),100,40%,"['Private Beach', 'Tours and Treks', 'Outdoor Sports']",Mumbai,09-08-2021,11-08-2021,5073
Hotel Park Palace,"ýýý 1,254","Mandvi, Mumbai | 800 m from Abdul Rehman Street",Exclusive Offer - HDFC Credit Card Users. Get INR 779 Off,1.9,,26,14%,"['Free Wi-Fi', '24-hour Room Service', 'Elevator/Lift']",Mumbai,09-08-2021,11-08-2021,5074
OYO Collection O 77711 Golden Tulipz,"ýýý 1,372","Andheri East, Mumbai | 3.4 km from T2 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 339 Off,3.5, (Good),16,14%,"['Room Service', 'Power Backup']",Mumbai,09-08-2021,11-08-2021,5075
Hotel Hira,"ýýý 1,880","Girgaon, Mumbai | 510 m from Charni Road Railway Station / Safee Hospital",Exclusive Offer - HDFC Credit Card Users. Get INR 913 Off,1.6,,8,50%,"['Free Wi-Fi', 'Air Conditioning', '24-hour Room Service']",Mumbai,09-08-2021,11-08-2021,5076
Sukh Hotel,"ýýý 2,321","Vile Parle, Mumbai | 5.6 km from T1 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 1127 Off,3.4, (Good),54,51%,"['Free Wi-Fi', 'Cafe', 'Bar']",Mumbai,09-08-2021,11-08-2021,5077
OYO Home 47863 Luxurious Stay Bandra East,"ýýý 1,905","Bandra East, Mumbai | 450 m from Kalanagar",Exclusive Offer - HDFC Credit Card Users. Get INR 471 Off,3.9, (Good),141,16%,"['Kitchenette', 'Caretaker', 'Living Room']",Mumbai,09-08-2021,11-08-2021,5078
Siesta Andheri.,"ýýý 3,583","Jogeshwari East, Mumbai | 920 m from Weh Metro Station",Exclusive Offer - HDFC Credit Card Users. Get INR 914 Off,3.1, (Good),628,58%,"['Butler Services', 'Free Parking', 'ATM']",Mumbai,09-08-2021,11-08-2021,5079
Hotel Sea Grand,"ýýý 1,273","South Mumbai, Mumbai | 590 m from Gateway Of India Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 791 Off,3.3, (Good),38,51%,"['Free Wi-Fi', 'Air Conditioning', '24-hour Room Service']",Mumbai,09-08-2021,11-08-2021,5080
OYO 30693 Hotel Blue Executive,"ýýý 1,477","Andheri East, Mumbai | 3.3 km from T2 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 365 Off,4.1, (Very Good),701,20%,"['Air Conditioning', 'Room Service', 'Power Backup']",Mumbai,09-08-2021,11-08-2021,5081
Zara Dormitory,ýýý 260,"Asalpha, Mumbai | 3.9 km from T2 - Chhatrapati Shivaji International Airport",,3.1, (Good),33,20%,"['Luggage Storage', 'Housekeeping', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5082
HOTEL HONEST,ýýý 635,"Borivali East, Mumbai | 1.0 km from National Park Gate",Exclusive Offer - HDFC Credit Card Users. Get INR 162 Off,3.1, (Good),26,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Mumbai,09-08-2021,11-08-2021,5083
Care Dormitory,ýýý 752,"Asalpha, Mumbai | 3.5 km from T2 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 192 Off,3.3, (Good),138,20%,"['Free Wi-Fi', 'Housekeeping', 'Electrical Sockets']",Mumbai,09-08-2021,11-08-2021,5084
OYO 7727 Hotel Sarovar Grand,"ýýý 1,572","Asudgaon, Navi Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 388 Off,3, (Good),64,15%,"['Bar', 'Free Wi-Fi', 'Kitchenette']",Mumbai,09-08-2021,11-08-2021,5085
Sairaj Palace,ýýý 729,"Near Mumbai Airport, Mumbai | 260 m from Marol naka Metro station",Exclusive Offer - HDFC Credit Card Users. Get INR 733 Off,3, (Good),39,6%,"['ATM', 'Air Conditioning', '24-hour Room Service']",Mumbai,09-08-2021,11-08-2021,5086
Gagal Home - Borivali East,"ýýý 2,409","Borivali East, Mumbai | 200 m from Borivali",Exclusive Offer - HDFC Credit Card Users. Get INR 614 Off,3.7, (Good),111,51%,"['Kitchenette', 'Caretaker', 'Living Room']",Mumbai,09-08-2021,11-08-2021,5087
Nest Dormitory & Shared Accomodation,ýýý 564,"Malad, Mumbai | 550 m from Malad Railway Station (E)",Exclusive Offer - HDFC Credit Card Users. Get INR 143 Off,,,,41%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Mumbai,09-08-2021,11-08-2021,5088
Hotel Indiana Inn,"ýýý 1,697","Vashi, Navi Mumbai | 60 m from Sanpada Railway Station",Exclusive Offer - HDFC Credit Card Users. Get INR 433 Off,3.2, (Good),5,6%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5089
HOTEL SEVEN OAKS,"ýýý 1,580","Turbhe, Navi Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 403 Off,4.4, (Very Good),9,6%,"['Free Parking', 'Kitchenette', 'Lawn']",Mumbai,09-08-2021,11-08-2021,5090
THE CROWN BUSINESS HOTEL,"ýýý 1,870","Mira Bhayandar, Mumbai | 30.0 km from city centre640 m from Deepak hospital",Exclusive Offer - HDFC Credit Card Users. Get INR 1450 Off,4.5, (Excellent),57,11%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Mumbai,09-08-2021,11-08-2021,5091
Airport Inn,ýýý 771,"Near Mumbai Airport, Mumbai | 90 m from Marol naka Metro station",Exclusive Offer - HDFC Credit Card Users. Get INR 347 Off,4.1, (Very Good),22,25%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Mumbai,09-08-2021,11-08-2021,5092
HOTEL ZEE RESIDENCY,ýýý 945,"Asalpha, Mumbai | 5.2 km from T2 - Chhatrapati Shivaji International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 458 Off,3.5, (Good),22,25%,"['ATM', 'Air Conditioning', 'Room Service']",Mumbai,09-08-2021,11-08-2021,5093
Hotel Satkar Grande,"ýýý 3,290","Thane West, Thane | 690 m from Mulund Check Naka",Exclusive Offer - HDFC Credit Card Users. Get INR 840 Off,2.3,,78,14%,"['Free Parking', 'Conference Room', 'Bar']",Mumbai,09-08-2021,11-08-2021,5094
Hotel Spices,"ýýý 2,303","Kopar Khairane, Navi Mumbai",Exclusive Offer - HDFC Credit Card Users. Get INR 588 Off,3.1, (Good),28,32%,"['Free Parking', 'Conference Room', 'Elevator/Lift']",Mumbai,09-08-2021,11-08-2021,5095
SRK HOTEL,ýýý 863,"Girgaon, Mumbai | 620 m from Navjeevan Society / Tardeo Bus Station",Exclusive Offer - HDFC Credit Card Users. Get INR 300 Off,3.5, (Good),61,6%,"['Free Parking', 'Free Wi-Fi', '24-hour Room Service']",Mumbai,09-08-2021,11-08-2021,5096
Hotel Al Haram,ýýý 817,"Mandvi, Mumbai | 620 m from Abdul Rehman Street",Exclusive Offer - HDFC Credit Card Users. Get INR 580 Off,4.2, (Very Good),238,6%,"['Elevator/Lift', 'Air Conditioning', '24-hour Room Service']",Mumbai,09-08-2021,11-08-2021,5097
Mumbai House,"ýýý 2,152","Near Mumbai Airport, Mumbai | 420 m from Kanakia wall street ( Near Vijay Sales )",Exclusive Offer - HDFC Credit Card Users. Get INR 549 Off,3.3, (Good),41,28%,"['Free Parking', 'Business Centre', 'Conference Room']",Mumbai,09-08-2021,11-08-2021,5098
